,date,source,content,province,user_0,user_1,user_2,user_3,user_4,user_5,user_6,user_7,user_8,user_9,user_10,user_11,user_12,user_13,user_14,user_15,user_16,user_17,like
18,2022-02-07,广西互联网辟谣平台, 近日，社交媒体上流传一则主要内容为“某段公路上汽车燃烧起火”的视频。在视频评论区，有网友评论称“视频中被燃烧车辆的车主系德保县首例确诊新冠肺炎患者”。 经广西互联网辟谣平台核查，网传消息不实。 视频中被烧毁的车辆实为：2月5日在百色市靖西市龙临镇大农村附近公路上发生自燃的车辆。车主当时已向靖西市消防大队报警。视频中反映的事实与网友评论不相符。目前，德保警方已介入。,广西,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,161
19,2022-02-07,平安长垣, 2月6日，河南长垣地区社交媒体流传消息称“转发提醒！明日起又双叒叕单双号限行”。 经平安长垣核查，网传消息为谣言。 2月6日晚22时许，长垣公安机关已将造谣者抓获。目前，该案件正在进一步办理中。,河南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
20,2022-02-03,网信故城、河北日报, 2月3日，网传消息称“叶庄全村转移隔离”。 经河北省衡水市故城县网信办核实，网传消息不实。 目前，故城县网信办迅速协调公安机关，对谣言发布者进行批评教育，该用户已认识到自身错误并主动删除了视频。,河北,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98
21,2022-02-03,麻城市公安局, 2月2日，网传消息称“麻城有确诊病例，桃源有密接者，请不要去往麻城方向和劝解麻城方向亲戚不要到我们这边走动！！”该消息发布后，在武汉新洲、麻城多个社群传播。 经麻城市疾控中心、市委网信部门和公安部门核查，上述消息为谣言。 经查，网传谣言系方某某(女，38岁，武汉市新洲区人)、李某国(男，49岁，武汉市新洲区人)发布。目前，警方已对二人进行批评教育，并责令其马上进行辟谣，积极消除相关影响。,湖北,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170
22,2022-02-03,央视网、光明网、焦作日报, 近日，网传河南沁阳市一男子在社交软件上售卖虎皮、虎肉，宣称每斤1000元。 经沁阳公安机关核查，网传消息不实。 2月2日，沁阳警方发布通报称，段某（男，汉族，现年43岁）以网购的鹿肉冒充虎肉，用修图后的狗皮图片冒充虎皮，并捏造聊天记录发布虚假信息，欲从中牟利。 截至案发，尚无人受骗上当。目前，警方以涉嫌非法利用信息网络罪对段某立案调查，案件正在进一步办理中。根据相关法律，老虎是国家一级保护动物，非法收购、运输、出售等行为最高可处10年以上有期徒刑。 ,河南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
23,2022-01-30,中国互联网联合辟谣平台, 新春将至，关于冷烟花的话题逐渐升温。不少网友认为“冷烟花比普通烟花安全，可以放心购买使用”。 经中国互联网联合辟谣平台查证，这种说法有误。 冷烟花（如“仙女棒”、“舞台喷泉”）虽然会在燃放后温度迅速降低，但其依旧是易燃易爆危险品，燃放时，喷射口处的温度高达700-800℃，可以引燃周边可燃物并引发火灾。若运输过程不合格，也会存在很大安全隐患。,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
24,2022-01-29,头条辟谣联合@川观新闻，发布2022年1月十大社会热点谣言榜；联合@健康中国，发布1月健康谣言榜和食品安全谣言榜。帮你扫除谣言，还原事实！, “春节期间全国快递停运？”“北京冬奥会目前仍在大量招募志愿者？”“2022年考研国家线有内部消息？调剂信息已经来了？” 通通是假的！ “地暖辐射大，长期使用会导致白血病和癌症？”“蜂蜜、大蒜能治疗幽门螺杆菌感染？”“每日一袋坚果对身体好？” 这些都是谣言！ 2022年的第一个月，围绕着社会、健康和食品安全方面的谣言频发，给大众的正常生活造成了困扰。,北京,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32
25,2022-01-29,北京日报、新京报, 近日，有境外媒体报道称“北京冬奥会操纵运动员核酸检测结果、影响运动员来华参赛”。 1月29日11时，北京冬奥会疫情防控媒体吹风会在北京冬奥会主新闻中心主新闻发布厅（立春厅）举行，针对以上不实报道，北京冬奥组委疫情防控办公室副主任黄春回应：我们没有必要，坚决不会这么做。 黄春介绍，“我们的核酸检测的方法是世界卫生组织公认的PCR方式，得到了国际奥委会和中外医学专家的共同认定，我们从事冬奥会核酸检测的实验室，都是经过国家健康部门认定的，有标准操作规程、完备质量体系和生物安全体系的。我们的检测试剂和设备都是经过符合世界标准的，都是经过中国药监部门认定的。” “非常重要的是，我们的采样人员必须经过严格培训，具有医学专业背景的，这样的人员才能上岗。我们的卫生健康部门需要经常到这些检测机构，对他们的质量和安全进行检查，并且针对一些不足督促改进。尤其针对北京冬奥会相关入境人员，第一次检测结果呈阳性，还需要进行复检，再次确认结果。也请我们运动员和其他利益相关方放心，来华参加冬奥会不必担心我们的检测真实性。” 参会卫生专家布莱恩·麦克洛斯基补充说：“目前看，整个检测流程非常好，遵循国际标准和世界卫生组织的相应指南。此外，我们还有医疗专家组，包括国际的以及中国的顶级医学专家，我们定期对相应的实验室进行评估，了解他们检测的方方面面。” #冬奥##北京冬奥会# ,北京,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,59
26,2022-01-29,河北日报, 近日，网传消息称“大雪天邯郸武安交警查酒驾致使车辆滑行数米，并造成人员受伤”。 经邯郸武安交警核查，网传消息为谣言！该起交通事故，系酒驾逃逸所致。 2022年1月23日21时30分许，张某驾驶冀DL2**3号小型普通客车沿武安市放射路，由西向东行驶至放射路与建东街交叉口时，因雪天路滑与前方等红灯赵某驾驶冀DE**V6号小型轿车发生碰撞，造成两车不同程度损坏的交通事故。 事故发生后，双方进行协商。协商未果，张某驾驶冀DL2**3号小型普通客车逃离现场时，又与扒在车窗试图阻止其逃离的赵某、袁某发生碰撞，后车辆失控撞向路东侧路灯杆，造成赵某、袁某受伤，路灯杆、车辆损坏。 而后当事人报警，交警第一时间出警，按程序对双方驾驶人进行了抽血检测，张某属于醉酒驾驶，赵某未饮酒。 目前张某因涉嫌危险驾驶罪已被公安机关刑事立案，其所涉其他违法行为正在进一步侦办中。,河北,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,18
27,2022-01-28,人民网、南方日报, 1月28日，一则题为“砂糖橘吃多皮肤会变黄”的消息，冲上了各大热搜榜单。看到这则消息后，部分爱美的朋友因为担心皮肤变黄，不敢吃砂糖橘了！ 经辟谣2022年君查证，短期内摄入大量砂糖橘确实会让皮肤变黄，但一两周后就能白回来。 关于砂糖橘和橘子，辟谣君在过往已经发布多篇科普内容。就在2021年10月，正值橘子上市时，有人将吃橘子引发的皮肤变黄与肝病黄疸相关联，并恶意造谣吃橘子会伤肝。 吃砂糖橘导致皮肤变黄，是因为砂糖橘中富含胡萝卜素。短期内大量摄入胡萝卜素后，人体无法完全分解。这会进一步导致血液中胡萝卜素浓度升高，沉积在皮肤角质层和黏膜部位，出现黄皮肤。在医学上，这叫做“胡萝卜素血症”，与肝脏损伤后引发的黄疸完全是两码事。 事实上，不只是砂糖橘，橘子、胡萝卜、南瓜、木瓜等富含胡萝卜素的食物，大量食用后都会导致“胡萝卜素血症”。但只要停止食用这些富含胡萝卜素的食物后，只要一两周黄皮肤就会慢慢淡去。,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
28,2022-01-28,钱江晚报, 1月28日，网传消息称“根据省市防控办提示：来自杭州市滨江区、萧山区旅客严格限制通过铁路跨省旅行.......” 经钱江晚报记者向杭州东站管委会核实，网传消息为谣言。 杭州东站管委会相关负责人回复：目前杭州东站并没有限制旅客出行。“最新的政策是，目前是如果旅客要通过杭州东站去省外需要48小时核酸检测报告，去省内不用要核酸检测报告”。,浙江,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
29,2022-01-27,浙江日报, 1月27日，网传消息称“浙江医院三墩院区核酸检测发现两例阳性，请大家注意防疫安全，调整检测地点”。 经杭州市西湖区防控办核实，网传消息为谣言！,浙江,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
30,2022-01-27,中国新闻网, 近日，网传“位于长沙的万家丽国际购物广场强制商户春节期间营业”“春节期间各店铺必须保证正常开门营业，不得迟到、早退或者闭店，如迟到、早退将处以500元/次的处罚；闭店店铺按合同面积100平米以上处以50000元/天，合同面积100平米以下(含100平米)处以20000元/天处罚”。 经中国新闻网向商场方面求证，网传消息不实。商场不会强制商户营业，此事为谣言，目前已报警处理。 此外，网传要求商户强制营业的通知，既未加盖公司公章，也没有公司法定代表人的签名。 湖南万家丽集团行政办公室主任黄文，在接受中新网记者采访时表示：“公司并未出具此通知，没有强制商户营业，所谓的违反规定罚款更是子虚乌有。我们只是对所有商户倡议，春节期间尽量营业。春节期间商场本身正常营业，营业时间从上午九点半至晚上十点。商户可根据自身情况决定是否营业和营业时间，商场不会强制干预。” 经中国新闻网记者调查走访，上述商场的服装、手机、培训机构、皮具、餐饮、金器等多家店面的工作人员均表示，并未收到上述要求“强制营业”的通知。,湖南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
31,2022-01-27,上海网络辟谣、上观新闻, 年关将至，网络上陆续出现了一些以“家庭平均年收入”“90后人群存款”等为核心内容的榜单。如配图所列的《2022中国城市家庭平均年收入百强榜》、《90后人均存款榜单》、《90后平均综合年收入调研报告》。 经有关部门和权威媒体核实，这些榜单可信度都极低，不仅没有权威统计数据作为支撑，榜单发布者也缺乏公信力。网上流传的“家庭月/年收入”“个人存款”等榜单都可视作假榜单。 2022年1月27日，上观新闻梳理发现，权威统计部门在发布相关榜单时，都不会涉及有关“家庭月/年收入”“居民个人存款”等与个人隐私相关的内容。 在国家统计局官网上，会公布“城镇单位就业人员平均货币公司指数”、“分地区分行业城镇单位就业人员平均工资”等数据，但从未发布过“家庭月/年平均工资”。 同时，银行对个人存款等客户隐私也严格保密，不会轻易泄露。也就是说，商业机构并不掌握“家庭月/年平均工资”“个人存款”等数据，网上流传的“家庭月/年收入”“个人存款”等榜单都可视作假榜单。 如果各位网民朋友，对某地生活情况感兴趣，可登录当地统计局官网，获取权威数据。,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
32,2022-01-26,大连市应急管理局, 近日，网传消息称“大连除夕至正月初三燃放烟花爆竹不限时”。 经大连市应急管理局核实，网传消息不实。网传消息引用内容实为2021年2月3日网络报道的新闻稿件。 1月26日，大连市应急管理局通过官方渠道发布严正声明，对上述谣言进行了驳斥。据该声明内容显示：《大连市人民政府关于做好2022年烟花爆竹销售燃放管控工作的通告》（大政发〔2022〕1号）明确要求：自2022年1月5日至2022年3月31日，在全市行政区域内烟花爆竹禁燃禁放。,辽宁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
33,2022-01-26,浙江日报, 近日，网传消息称“萧山义桥新增6例新冠肺炎确诊病例，山后村、时代大道（义桥-闻堰段）等区域封锁，只进不出”。 经萧山区防控办核实，网传消息为谣言！ 1月26日，杭州通报新增1例新冠肺炎确诊病例：甘某某，男，慧而特餐饮设备有限公司员工，家住萧山区义桥镇御景蓝湾小区。,浙江,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
34,2022-01-25,福建辟谣, 近日，网上传播着“ 女大学生扶起自己跌倒的老人，却被要求赔偿五千元 ”的消息。消息称女大学生扶起自己跌倒的老人，打了120陪同去了医院，并拿出自己的生活费垫付了一千多元医药费。但老人的儿女到医院后，老人却一口咬定是大学生撞倒了她，于是老人儿女不但拒还垫付的一千多医药费，还要大学生赔偿五千。于是大学生报了警，警察调取监控才还了大学生清白。 经福建辟谣查证，网传消息不实！该谣言起源于2021年9月，一网友对一则女大学生扶老人的温情新闻进行改编，制造出了“女大学生扶老人被讹”的谣言，一时获得了很高的阅读量。如今，又有网友对该谣言进一步加工和传播。 总而言之，这是一则旧谣新发的消息。目前该消息发布者已受到了处罚。,福建,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
35,2022-01-25,八桂警方在线, 1月20日晚，网友“苯苯”在社交媒体上发布信息称“玉林有一名确诊病例，是刚从深圳回玉林的，且在玉林去过很多夜场……”。 经南江派出所调查核实，今年以来，玉林玉州区无新冠肺炎确诊病例、疑似病例，网传信息为谣言。 1月23日，民警将吴某（女，32岁，住玉州区）传唤到派出所接受调查。经询问得知，20日晚，吴某听说“朋友的朋友”从深圳回来，被确诊得了新冠肺炎，回来那天还去了很多个酒吧……吴某遂在一个微信群里发了上述信息。 调查得知，吴某所谓的“朋友的朋友”约一周前从中高风险地区回来，被集中隔离医学观察，目前核酸检测呈阴性，并非确诊病例。 目前，吴某因扰乱公共秩序，被玉州警方处以行政拘留5日的处罚。,广西,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
36,2022-01-25,解放日报、澎湃新闻, 1月23日，网上传言“华东师范大学退休教授李振潼在疫情封闭管理期间因事故过世”。据传言图片信息显示，老人在楼道跌倒后因救护车被挡在师大一村大门外，错过救治时机不幸去世。 1月24日，经华东师范大学核实，截图中的老人并非李振潼先生，实为现年86岁的周姓老人。周姓老人也是华东师大退休教授，居住在师大一村。老人于2022年1月21日早上在楼道跌倒，被120及时送至医院救治。目前，老人在普陀区某医院住院治疗。 而李振潼先生于2022年1月20日中午过世，享年84岁。李振潼生前患病，长期卧床，去世系自然死亡。一位目睹李振潼去世的退休教师表示，“李老走得很平静，就像平时睡觉一样。” 总而言之，网上的传言将两位老人混淆，并虚构了“救护车被挡在大门外，错过救治时机”这样的不实信息。这既是对逝者伤者的不尊重，也是对疫情封闭管理措施的误解。,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
37,2022-01-25,中国互联网联合辟谣平台、共青团中央, 近日，某短视频平台上“中科大学生会主席在理发店颠覆土气形象”的视频，引发关注。 经核实，视频中的主人公与该高校学生会没有任何关系。发布该视频的账号为安徽合肥某理发店，发布该视频主要是为了营销。此事件曝光后，该理发店向学校进行了道歉。 中华全国学联表示，对于确实出现问题的学生会组织及其工作人员，经核实后我们会严肃处理。但是对于恶意抹黑、损坏学生会形象和声誉，并以此作为营销热点来获得流量和关注的，我们也将坚决抵制！,安徽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
38,2022-01-24,北京2022年冬奥会和冬残奥会组织委员会, 近日，2022年北京冬奥会和冬残奥会开幕在即，网上出现不少关于北京冬奥会赛会志愿者或城市志愿者的招募活动信息。 经北京奥组委核查，这些招募信息均为虚假信息。 1月24日，北京冬奥会官方账号针对近期发现的志愿者招募相关不实信息，发布官方通告： 一、北京冬奥会赛会志愿者招募工作由北京冬奥组委负责，已于2021年10月完成。北京冬奥会城市志愿者由共青团北京市委员会和共青团河北省委员会统筹招募。 二、其它任何企业、组织或个人以招募北京冬奥会赛会志愿者或城市志愿者的名义发布的招募活动信息均为虚假信息。请各界人士避免上当受骗，如因此受到损失和不法侵害，请立即报警，通过法律途径解决。 三、北京冬奥会赛会志愿者和城市志愿者招募过程中不会向志愿者收取报名费、培训费、交通费等任何费用，服务期间不发放工资。 四、北京冬奥组委保留对涉嫌违法违规的企业、组织或个人进一步追究法律责任的权利。,北京,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
39,2022-01-24,雁塔宣传（中共西安市雁塔区委外宣办官方账号）, 近日，有网友在社交平台发布消息称“欣桥市场垃圾桶惊现大量手工白吉馍”“这就是全国各地给西安疫情捐赠的物资，专门给西安打的肉夹馍，结果就是这样。这些畜生”。配图显示，大量白吉馍被扔在垃圾桶中。 经西安市雁塔区委核实，上述消息为谣言。 调查发现，西安欣桥市场某直营店于2021年12月29日购入手工白吉馍1000个，存放于自制冷库。由于冷库故障损坏，导致手工百吉饼发霉不能食用。 该店与厂方联系拟拉回处理，厂方未能及时来取，于是该店店员工将剩余的450个白吉馍扔入了市场内的公共垃圾桶中。 目前，市场已对店主及其员工进行了严肃的批评教育。,陕西,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
40,2022-01-24,魅力碑林（西安市碑林区官方账号）, 近日，网传“西安大量蔬菜被丢弃，把捐来的菜扔了”。 经西安市碑林区核实，上述消息不实。 调查发现，蔬菜为永宁路中段某超市经营户所扔。该超市于2022年1月7日批发一批蔬菜存放于仓库，因超市员工疫情期间封闭在家，对蔬菜保存不当，加之时间过长，致使该批蔬菜变质无法出售。 1月22日晚20时左右，店主金某与店员用三轮车将这批变质蔬菜运至文艺西路垃圾压缩站旁丢弃。并非网传“将捐来的菜扔掉”。 目前，长安路街道办事处已对店主及其员工进行了批评教育。此外，发帖人陈某因涉嫌传播不实信息，公安碑林分局正在进一步调查处理中。,陕西,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
41,2022-01-24,台州网警巡查执法, 1月23日晚，有网友发布消息称“台州市某个小区，暴露身体，赤裸在阳台外，修路水管，结果没抓稳，掉进下面的垃圾桶”。 经台州网安核查，台州近日并未发生裸男修水管坠落事件，网传消息为谣言。 搜索发现，网传“裸男坠落”图片早在2018年就有不少自媒体传播过，但在相关视频或文章中，既未提及地点，也未提及“修水管”，事发地点和原因不得而知。 近日出现的“台州裸男修水管坠落进垃圾桶”系对旧图进行故事编造和加工，纯属谣言。,浙江,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
